X,date,month,month2,year,dmy,type,c_name,sc_name,Family,red_list,sex,clasper_stage,TL,gravid_F
3863,9,9,Sep,2021,09-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,119.4440625,
13274,29,11,Nov,2022,29-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,144.6136305,
4453,24,8,Aug,2021,24-08-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,97.16060575,
2898,19,8,Aug,2021,19-08-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,117.99522,
5626,7,12,Dec,2021,07-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,129.2303783,
12939,21,11,Nov,2022,21-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,150.3323503,
17738,5,12,Dec,2022,05-12-2022,S,Shortfin Mako,Isurus oxyrinchus,Lamnidae,EN,M,3,199.5482762,
19593,6,2,Feb,2023,06-02-2023,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,F,NA,238.4131892,
13405,1,12,Dec,2022,01-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,117.9690484,
12635,17,11,Nov,2022,17-11-2022,R,Oman Cownose Ray,Rhinoptera jayakari,Rhinopteridae,EN,F,NA,115.2085059,
16635,14,11,Nov,2022,14-11-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,133.9879345,
6921,12,1,Jan,2022,12-Jan,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,262.7907791,
19189,20,1,Jan,2023,20-01-2023,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,F,NA,146.3755634,
13326,30,11,Nov,2022,30-11-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,3,247.8040426,
16996,18,11,Nov,2022,18-11-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,230.873495,
14539,23,8,Aug,2022,23-08-2022,R,Sicklefin Devil Ray,Mobula tarapacana,Mobulidae,EN,F,NA,315.7423882,
11122,13,4,Apr,2022,13-04-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,267.1662415,
3925,9,9,Sep,2021,09-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,104.0871999,
19040,19,1,Jan,2023,19-01-2023,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,F,NA,184.1328058,
6860,10,1,Jan,2022,10-01-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,155.2785388,
14323,23,12,Dec,2022,23-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,228.7309742,
17596,1,12,Dec,2022,01-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,118.9168867,
16716,15,11,Nov,2022,15-11-2022,S,Shortfin Mako,Isurus oxyrinchus,Lamnidae,EN,F,NA,144.0480927,
3880,9,9,Sep,2021,09-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,127.7031352,
19883,7,2,Feb,2023,07-02-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,244.5556011,
16683,15,11,Nov,2022,15-11-2022,R,Bowmouth Guitarfish,Rhina ancylostoma,Rhinidae,CR,F,NA,251.6178227,
1602,1,3,Mar,2021,01-03-2021,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,F,NA,137.4616053,
11138,13,4,Apr,2022,13-04-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,3,237.4847732,
5145,24,11,Nov,2021,24-11-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,237.5729931,
8886,7,3,Mar,2022,07-03-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,202.2158589,
2063,16,3,Mar,2021,16-03-2021,R,Blotched Fantail Ray,Taeniurops meyeni,Dasyatidae,VU,M,2,122.0088525,
19253,24,1,Jan,2023,24-01-2023,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,2,267.280942,
17214,23,11,Nov,2022,23-11-2022,R,Shorthorned Pygmy Devil Ray,Mobula kuhlii,Mobulidae,EN,F,NA,154.0443412,
13136,29,11,Nov,2022,29-11-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,149.5618007,
2943,19,8,Aug,2021,19-08-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,115.4944928,
18975,17,1,Jan,2023,17-01-2023,R,Oman Cownose Ray,Rhinoptera jayakari,Rhinopteridae,EN,M,3,99.22465028,
5368,1,2,Feb,2021,01-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,120.994855,
10137,2,4,Apr,2022,02-04-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,F,NA,162.3929514,
13495,5,12,Dec,2022,05-12-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,111.9329234,
18316,21,12,Dec,2022,21-12-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,171.8861385,
15929,19,10,Oct,2022,19-10-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,162.5090568,
9300,15,3,Mar,2022,15-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,156.3206552,
1567,1,3,Mar,2021,01-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,154.8294248,
13626,13,12,Dec,2022,13-12-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,164.1153634,
13451,2,12,Dec,2022,02-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,3,250.3235094,
8488,28,2,Feb,2022,28-02-2022,S,Smooth Hammerhead,Sphyrna zygaena,Sphyrnidae,VU,F,NA,193.0667261,
4424,24,8,Aug,2021,24-08-2021,S,Spottail Shark,Carcharhinus sorrah,Carcharhinidae,NT,M,1,106.4206848,
5502,4,12,Dec,2021,04-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,148.2035527,
10927,8,4,Apr,2022,08-04-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,228.7141193,
2305,19,3,Mar,2021,19-03-2021,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,F,NA,171.9037776,
9505,17,3,Mar,2022,17-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,216.0138917,
188,23,1,Jan,2021,23-01-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,M,3,260.9813692,
8121,18,2,Feb,2022,18-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,161.8577522,
8732,4,3,Mar,2022,04-03-2022,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,F,NA,169.8261335,
20056,15,2,Feb,2023,15-02-2023,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,F,NA,200.5464052,
15113,19,9,Sep,2022,19-09-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,122.4324891,
2468,24,3,Mar,2021,24-03-2021,S,Spinner Shark,Carcharhinus brevipinna,Carcharhinidae,VU,M,3,254.0756358,
11862,9,6,Jun,2022,09-06-2022,S,Bull Shark,Carcharhinus leucas,Carcharhinidae,VU,F,NA,260.810679,
8625,2,3,Mar,2022,02-03-2022,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,M,2,130.520288,
12707,17,11,Nov,2022,17-11-2022,R,Oman Cownose Ray,Rhinoptera jayakari,Rhinopteridae,EN,M,3,134.8465624,
14395,22,12,Dec,2022,22-12-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,252.3034712,
11070,11,4,Apr,2022,11-04-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,M,3,207.5709951,
1487,26,2,Feb,2021,26-02-2021,S,Zebra Shark,Stegostoma tigrinum,Stegostomatidae,EN,M,2,172.6851255,
10291,4,4,Apr,2022,04-04-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,167.3423488,
18928,17,1,Jan,2023,17-01-2023,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,F,NA,144.656918,
6996,17,1,Jan,2022,17-01-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,166.1827367,
19373,25,1,Jan,2023,25-01-2023,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,262.5288605,
11686,1,6,Jun,2022,01-06-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,3,233.1377256,
4171,17,9,Sep,2021,17-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,129.5778414,
10651,7,4,Apr,2022,07-04-2022,S,Bignose Shark,Carcharhinus altimus,Carcharhinidae,NT,M,3,207.1324903,
6469,22,12,Dec,2021,22-12-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,187.8207726,
2767,17,8,Aug,2021,17-08-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,176.1380892,
53,20,1,Jan,2021,20-01-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,157.7098736,No
1695,9,3,Mar,2021,09-03-2021,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,156.0368254,
16145,26,10,Oct,2022,26-10-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,107.3748153,
5186,24,11,Nov,2021,24-11-2021,S,Shortfin Mako,Isurus oxyrinchus,Lamnidae,EN,M,3,233.3250487,
10700,7,4,Apr,2022,07-04-2022,S,Bluntnose Sixgill Shark,Hexanchus griseus,Hexanchidae,NT,F,NA,196.8361678,
4901,3,11,Nov,2021,03-11-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,101.1502894,
10629,7,4,Apr,2022,07-04-2022,S,Bignose Shark,Carcharhinus altimus,Carcharhinidae,NT,M,1,155.0786164,
3279,6,9,Sep,2021,06-09-2021,S,Spottail Shark,Carcharhinus sorrah,Carcharhinidae,NT,F,NA,127.2274747,
16135,26,10,Oct,2022,26-10-2022,S,Whitetip Reef shark,Triaenodon obesus,Carcharhinidae,VU,M,3,144.994018,
8225,19,2,Feb,2022,19-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,212.2791155,
19725,6,2,Feb,2023,06-02-2023,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,270.154948,
14906,7,9,Sep,2022,07-09-2022,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,129.4057692,
11358,13,5,May,2022,13-05-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,139.5819121,
16181,26,10,Oct,2022,26-10-2022,S,Longfin Mako,Isurus paucus,Lamnidae,EN,F,NA,148.2595107,
10611,7,4,Apr,2022,07-04-2022,S,Bignose Shark,Carcharhinus altimus,Carcharhinidae,NT,M,3,229.0431775,
14678,26,8,Aug,2022,26-08-2022,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,213.0704426,
9554,17,3,Mar,2022,17-03-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,M,3,166.6674327,
4688,28,9,Sep,2021,28-09-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,170.4744614,
6744,8,1,Jan,2022,08-01-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,108.7398561,
4840,3,11,Nov,2021,03-11-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,262.5262495,
19916,8,2,Feb,2023,08-02-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,204.4857255,
3944,10,9,Sep,2021,10-09-2021,R,Sicklefin Devil Ray,Mobula tarapacana,Mobulidae,EN,M,3,323.7570579,
10104,2,4,Apr,2022,02-04-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,206.1507011,
8405,28,2,Feb,2022,28-02-2022,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,F,NA,150.6760425,
1971,12,3,Mar,2021,12-03-2021,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,M,3,275.6819452,
16412,9,11,Nov,2022,09-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,256.3833256,
10404,6,4,Apr,2022,06-04-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,F,NA,164.097119,
263,25,1,Jan,2021,25-01-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,140.149493,
15281,28,9,Sep,2022,28-09-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,257.0713709,
2714,17,8,Aug,2021,17-08-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,106.4113993,
10351,5,4,Apr,2022,05-04-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,167.307294,
15374,29,9,Sep,2022,29-09-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,111.2096542,
14614,25,8,Aug,2022,25-08-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,161.5189146,
18026,16,12,Dec,2022,16-12-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,293.7652578,
1651,8,3,Mar,2021,08-03-2021,R,Blotched Fantail Ray,Taeniurops meyeni,Dasyatidae,VU,M,3,144.9988843,
2885,19,8,Aug,2021,19-08-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,129.4790543,
13952,19,12,Dec,2022,19-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,136.9687064,
7291,4,2,Feb,2022,04-02-2022,S,Longfin Mako,Isurus paucus,Lamnidae,EN,M,1,148.4092055,
709,9,2,Feb,2021,09-02-2021,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,166.148965,
12852,18,11,Nov,2022,18-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,117.488169,
14766,2,9,Sep,2022,02-09-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,1,236.0634294,
19748,7,2,Feb,2023,07-02-2023,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,M,2,215.7006289,
10794,8,4,Apr,2022,08-04-2022,S,Longfin Mako,Isurus paucus,Lamnidae,EN,M,2,187.1179574,
5232,25,11,Nov,2021,25-11-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,84.86968907,
13063,24,11,Nov,2022,24-11-2022,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,F,NA,220.5387924,
10500,7,4,Apr,2022,07-04-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,290.1598344,
4865,3,11,Nov,2021,03-11-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,129.6895918,
10620,7,4,Apr,2022,07-04-2022,S,Bignose Shark,Carcharhinus altimus,Carcharhinidae,NT,F,NA,166.3193445,
11809,6,6,Jun,2022,06-06-2022,S,Bull Shark,Carcharhinus leucas,Carcharhinidae,VU,M,3,337.1582697,
12111,7,11,Nov,2022,07-11-2022,S,Longfin Mako,Isurus paucus,Lamnidae,EN,M,1,163.5308551,
17587,1,12,Dec,2022,01-12-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,266.2881125,
6667,6,1,Jan,2022,06-01-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,109.7257301,
19600,6,2,Feb,2023,06-02-2023,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,F,NA,194.7303755,
10850,8,4,Apr,2022,08-04-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,164.3879799,
8321,25,2,Feb,2022,25-02-2022,R,Smalleye Stingray,Megatrygon microps,Dasyatidae,DD,M,2,209.0435344,
6216,17,12,Dec,2021,17-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,189.4687026,
16024,21,10,Oct,2022,21-10-2022,S,Longfin Mako,Isurus paucus,Lamnidae,EN,F,NA,156.0937008,
16089,21,10,Oct,2022,21-10-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,2,272.5226543,
13296,29,11,Nov,2022,29-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,138.7749753,
18281,21,12,Dec,2022,21-12-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,258.0823621,
16588,11,11,Nov,2022,11-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,3,258.3284962,
3984,10,9,Sep,2021,10-09-2021,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,M,2,186.9472753,
7372,9,2,Feb,2022,09-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,117.0209045,
13044,23,11,Nov,2022,23-11-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,194.589283,
8980,8,3,Mar,2022,08-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,210.7879169,
8891,7,3,Mar,2022,07-03-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,161.8039107,
13872,16,12,Dec,2022,16-12-2022,S,Shortfin Mako,Isurus oxyrinchus,Lamnidae,EN,F,NA,332.8614312,
6104,16,12,Dec,2021,16-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,112.4882878,
10306,4,4,Apr,2022,04-04-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,156.0705677,
122,22,1,Jan,2021,22-01-2021,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,252.9419052,
12409,14,11,Nov,2022,14-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,229.6185432,
16295,7,11,Nov,2022,07-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,124.138628,
11480,21,5,May,2022,21-05-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,207.1802639,
16015,19,10,Oct,2022,19-10-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,F,NA,153.0987738,
1763,10,3,Mar,2021,10-03-2021,R,Oceanic Manta Ray,Mobula birostris,Mobulidae,EN,M,3,269.3052569,
692,9,2,Feb,2021,09-02-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,263.6958086,
688,9,2,Feb,2021,09-02-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,1,215.2778132,
2359,23,3,Mar,2021,23-03-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,175.4147887,
10429,6,4,Apr,2022,06-04-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,F,NA,128.783765,
10521,7,4,Apr,2022,07-04-2022,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,183.6263475,
7696,10,2,Feb,2022,10-02-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,3,289.2578514,
7732,11,2,Feb,2022,11-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,221.8962332,
17024,18,11,Nov,2022,18-11-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,267.7042918,
9060,11,3,Mar,2022,11-03-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,129.2677793,
1942,12,3,Mar,2021,12-03-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,3,262.590808,
17246,23,11,Nov,2022,23-11-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,F,NA,185.6517632,
8188,19,2,Feb,2022,19-02-2022,R,Sicklefin Devil Ray,Mobula tarapacana,Mobulidae,EN,F,NA,208.6275388,
12296,9,11,Nov,2022,09-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,156.9219886,
19120,20,1,Jan,2023,20-01-2023,R,Pink Whipray,Pateobatis fai,Dasyatidae,VU,M,3,141.4615398,
15853,12,10,Oct,2022,12-10-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,99.0711201,
15340,29,9,Sep,2022,29-09-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,1,201.4434422,
8537,1,3,Mar,2022,01-03-2022,R,Mangrove Whipray,Urogymnus granulatus,Dasyatidae,VU,F,NA,160.7691727,
19217,24,1,Jan,2023,24-01-2023,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,M,1,156.248956,
5335,1,2,Feb,2021,01-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,98.60920964,
7204,2,2,Feb,2022,02-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,177.7683121,
3926,9,9,Sep,2021,09-09-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,86.66908118,
15987,19,10,Oct,2022,19-10-2022,S,Blacktip Reef Shark,Carcharhinus melanopterus,Carcharhinidae,VU,F,NA,169.546969,
11234,18,4,Apr,2022,18-04-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,145.8935138,
2224,19,3,Mar,2021,19-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,112.2561743,
18533,23,12,Dec,2022,23-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,204.6369207,
14003,21,12,Dec,2022,21-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,193.06317,
5732,8,12,Dec,2021,08-12-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,2,266.3115039,
16713,15,11,Nov,2022,15-11-2022,S,Scalloped Hammerhead,Sphyrna lewini,Sphyrnidae,CR,M,3,258.1750201,
584,4,2,Feb,2021,04-02-2021,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,F,NA,207.0842472,
9026,8,3,Mar,2022,08-03-2022,S,Grey Reef Shark,Carcharhinus amblyrhynchos,Carcharhinidae,EN,F,NA,134.5610802,
9778,24,3,Mar,2022,24-03-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,211.0769648,
12443,14,11,Nov,2022,14-11-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,122.8096829,
10295,4,4,Apr,2022,04-04-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,213.3230472,
6056,16,12,Dec,2021,16-12-2021,S,Tiger Shark,Galeocerdo cuvier,Galeocerdonidae,NT,M,1,154.0315572,
13597,5,12,Dec,2022,05-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,135.1803304,
19861,7,2,Feb,2023,07-02-2023,S,Blacktip Shark,Carcharhinus limbatus,Carcharhinidae,VU,F,NA,180.8661573,
2945,19,8,Aug,2021,19-08-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,118.9880846,
11890,9,6,Jun,2022,09-06-2022,S,Pelagic Thresher,Alopias pelagicus,Alopiidae,EN,M,3,340.5648062,
18336,21,12,Dec,2022,21-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,214.1547254,
10305,4,4,Apr,2022,04-04-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,158.977627,
13206,30,11,Nov,2022,30-11-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,3,291.760376,
7250,3,2,Feb,2022,03-02-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,212.7282703,
7701,11,2,Feb,2022,11-02-2022,S,Longfin Mako,Isurus paucus,Lamnidae,EN,M,1,178.3728868,
2432,24,3,Mar,2021,24-03-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,180.1470256,
6931,13,1,Jan,2022,13-01-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,179.6009695,
4251,20,9,Sep,2021,20-09-2021,S,Longfin Mako,Isurus paucus,Lamnidae,EN,F,NA,188.056198,
13470,2,12,Dec,2022,02-12-2022,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,F,NA,242.6981792,
715,9,2,Feb,2021,09-02-2021,S,Shortfin Mako,Isurus oxyrinchus,Lamnidae,EN,F,NA,210.3652817,
10200,2,4,Apr,2022,02-04-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,188.2295656,
4468,24,8,Aug,2021,24-08-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,107.8867557,
6220,17,12,Dec,2021,17-12-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,133.425215,
5193,25,11,Nov,2021,25-11-2021,S,Shortfin Mako,Isurus oxyrinchus,Lamnidae,EN,M,3,272.2807964,
7270,3,2,Feb,2022,03-02-2022,S,Oceanic Whitetip Shark,Carcharhinus longimanus,Carcharhinidae,CR,F,NA,126.4753747,
150,23,1,Jan,2021,23-01-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,177.3464891,
13778,15,12,Dec,2022,15-12-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,213.6869725,
6626,5,1,Jan,2022,05-01-2022,S,Longfin Mako,Isurus paucus,Lamnidae,EN,M,3,249.6153017,
904,15,2,Feb,2021,15-02-2021,S,Bull Shark,Carcharhinus leucas,Carcharhinidae,VU,M,3,309.5781306,
11806,6,6,Jun,2022,06-06-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,3,266.2800588,
1477,26,2,Feb,2021,26-02-2021,S,Shortfin Mako,Isurus oxyrinchus,Lamnidae,EN,F,NA,168.9388466,
4496,31,8,Aug,2021,31-08-2021,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,1,141.5194627,
11673,1,6,Jun,2022,01-06-2022,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,M,2,207.6350404,
1046,17,2,Feb,2021,17-02-2021,R,Spinetail Devil Ray,Mobula mobular,Mobulidae,EN,M,3,274.0658168,
18664,2,1,Jan,2023,02-01-2023,S,Silky Shark,Carcharhinus falciformis,Carcharhinidae,VU,F,NA,164.9240919,
